acumulado,acumulado_anterior,acumulado_2018,acumulado_2019,acumulado_2020,color_cambio_acumulado_2019_2020,cambio_acumulado_2019_2020,cambio_acumulado_vs_acumulado_anterior,cambio_mes_tot_vs_diciembre_tot,cambio_mes_tot_vs_mes_year_anterior_tot,cambio_mes_vs_mes_anterior,cambio_prom_cambio_anual,cambio_promedio_year_actual,cambio_promedio_year_anterior,color_cambio_acumulado_vs_acumulado_anterior,color_cambio_mes_tot_vs_diciembre_tot,color_cambio_mes_tot_vs_mes_year_anterior_tot,color_cambio_mes_vs_mes_ant,color_cambio_prom_cambio_anual,color_cambio_promedio_year_actual,color_cambio_promedio_year_anterior,diciembre_tot,id_delito_general,cve_delito,mes,mes_anterior_tot,mes_tot,mes_year_anterior_tot,year,geo_alcaldia,nomgeo
11.0,14.0,41.0,24.0,38.0,5.0,58.333333333333336,-21.428571428571427,20.0,-33.33333333333333,20.0,-43.401105760656314,0.228968253968254,0.40454545454545454,2.0,6.0,2.0,6.0,2.0,6.0,6.0,5.0,1,Homicidio doloso,1,5.0,6.0,9.0,2019,09006,Iztacalco
54.0,,41.0,24.0,38.0,5.0,58.333333333333336,,20.0,0.0,-25.0,-43.401105760656314,0.228968253968254,0.40454545454545454,0.0,6.0,0.0,2.0,2.0,6.0,6.0,5.0,1,Homicidio doloso,1,8.0,6.0,6.0,2020,09006,Iztacalco
19.0,7.0,37.0,38.0,30.0,3.0,-21.052631578947366,171.42857142857142,11.11111111111111,233.33333333333334,11.11111111111111,-281.9369202226345,-0.23163265306122446,0.1273148148148148,6.0,4.0,6.0,4.0,1.0,2.0,6.0,9.0,10,Lesiones dolosas por disparo de arma de fuego,1,9.0,10.0,3.0,2019,09006,Iztacalco
68.0,,37.0,38.0,30.0,3.0,-21.052631578947366,,-44.44444444444444,-50.0,0.0,-281.9369202226345,-0.23163265306122446,0.1273148148148148,0.0,2.0,1.0,0.0,1.0,2.0,6.0,9.0,10,Lesiones dolosas por disparo de arma de fuego,1,5.0,5.0,10.0,2020,09006,Iztacalco
194.0,133.0,906.0,677.0,316.0,1.0,-53.32348596750369,45.86466165413533,-16.9811320754717,-12.871287128712872,-16.9811320754717,-561.9217894916238,0.022644199310153504,-0.0049021717150591615,4.0,2.0,3.0,3.0,1.0,4.0,2.0,106.0,11,Robo a transeúnte en vía pública,1,106.0,88.0,101.0,2019,09006,Iztacalco
1137.0,,906.0,677.0,316.0,1.0,-53.32348596750369,,-49.056603773584904,-38.63636363636363,-22.857142857142858,-561.9217894916238,0.022644199310153504,-0.0049021717150591615,0.0,1.0,2.0,2.0,1.0,4.0,2.0,106.0,11,Robo a transeúnte en vía pública,1,70.0,54.0,88.0,2020,09006,Iztacalco
29.0,8.0,45.0,129.0,81.0,2.0,-37.2093023255814,262.5,214.28571428571428,1000.0,214.28571428571428,-55.329603207313184,0.09949874686716792,0.2227397874456698,5.0,6.0,5.0,5.0,2.0,4.0,6.0,7.0,12,Robo a repartidor,1,7.0,22.0,2.0,2019,09006,Iztacalco
210.0,,45.0,129.0,81.0,2.0,-37.2093023255814,,114.28571428571428,-31.818181818181817,25.0,-55.329603207313184,0.09949874686716792,0.2227397874456698,0.0,6.0,2.0,6.0,2.0,4.0,6.0,7.0,12,Robo a repartidor,1,12.0,15.0,22.0,2020,09006,Iztacalco
85.0,28.0,103.0,316.0,55.0,1.0,-82.59493670886076,203.57142857142856,126.92307692307692,268.75,126.92307692307692,-244.7270956341405,-0.06761128364389232,0.04671639636492719,6.0,6.0,5.0,6.0,2.0,2.0,4.0,26.0,13,Robo a negocio con violencia,1,26.0,59.0,16.0,2019,09006,Iztacalco
453.0,,103.0,316.0,55.0,1.0,-82.59493670886076,,-11.538461538461538,-61.016949152542374,53.333333333333336,-244.7270956341405,-0.06761128364389232,0.04671639636492719,0.0,3.0,1.0,6.0,2.0,2.0,4.0,26.0,13,Robo a negocio con violencia,1,15.0,23.0,59.0,2020,09006,Iztacalco
2.0,1.0,10.0,24.0,11.0,1.0,-54.166666666666664,100.0,200.0,200.0,200.0,1220.0000000000005,-0.36666666666666664,-0.027777777777777766,6.0,6.0,6.0,6.0,5.0,1.0,1.0,0.0,15,Robo a cuentahabiente,1,0.0,2.0,0.0,2019,09006,Iztacalco
35.0,,10.0,24.0,11.0,1.0,-54.166666666666664,,400.0,100.0,-33.33333333333333,1220.0000000000005,-0.36666666666666664,-0.027777777777777766,0.0,5.0,6.0,1.0,5.0,1.0,1.0,0.0,15,Robo a cuentahabiente,1,6.0,4.0,2.0,2020,09006,Iztacalco
0.0,2.0,2.0,3.0,2.0,2.0,-33.33333333333333,-100.0,0.0,-100.0,0.0,33.33333333333333,-1.0,-0.75,1.0,0.0,1.0,0.0,4.0,1.0,1.0,0.0,16,Robo a transportista,1,0.0,0.0,1.0,2019,09006,Iztacalco
5.0,,2.0,3.0,2.0,2.0,-33.33333333333333,,0.0,0.0,0.0,33.33333333333333,-1.0,-0.75,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,16,Robo a transportista,1,0.0,0.0,0.0,2020,09006,Iztacalco
44.0,46.0,141.0,161.0,89.0,2.0,-44.72049689440994,-4.3478260869565215,0.0,15.789473684210526,0.0,-204.43940701081695,-0.058661130536130535,0.056167621221800794,3.0,0.0,4.0,0.0,2.0,2.0,4.0,22.0,17,Robo a conductor/pasajero de vehículo,1,22.0,22.0,19.0,2019,09006,Iztacalco
257.0,,141.0,161.0,89.0,2.0,-44.72049689440994,,-45.45454545454545,-45.45454545454545,-45.45454545454545,-204.43940701081695,-0.058661130536130535,0.056167621221800794,0.0,1.0,2.0,1.0,2.0,2.0,4.0,22.0,17,Robo a conductor/pasajero de vehículo,1,22.0,12.0,22.0,2020,09006,Iztacalco
587.0,307.0,1819.0,2039.0,1027.0,2.0,-49.63217263364395,91.20521172638436,29.296875,68.87755102040816,29.296875,106.1971680773852,-0.03643826794757519,-0.017671565660833912,6.0,6.0,6.0,6.0,6.0,3.0,2.0,256.0,19,Total delitos alto impacto,1,256.0,331.0,196.0,2019,09006,Iztacalco
3242.0,,1819.0,2039.0,1027.0,2.0,-49.63217263364395,,-27.734375,-44.10876132930513,0.5434782608695652,106.1971680773852,-0.03643826794757519,-0.017671565660833912,0.0,2.0,2.0,4.0,6.0,3.0,2.0,256.0,19,Total delitos alto impacto,1,184.0,185.0,331.0,2020,09006,Iztacalco
55.0,21.0,189.0,148.0,32.0,1.0,-78.37837837837837,161.9047619047619,123.52941176470588,111.11111111111111,123.52941176470588,407.6799060571345,0.9175170068027211,0.18072746150789418,6.0,6.0,6.0,6.0,6.0,5.0,6.0,17.0,2,Robo a pasajero a bordo del Metro,1,17.0,38.0,18.0,2019,09006,Iztacalco
198.0,,189.0,148.0,32.0,1.0,-78.37837837837837,,-52.94117647058824,-78.94736842105263,33.33333333333333,407.6799060571345,0.9175170068027211,0.18072746150789418,0.0,1.0,1.0,6.0,6.0,5.0,6.0,17.0,2,Robo a pasajero a bordo del Metro,1,6.0,8.0,38.0,2020,09006,Iztacalco
96.0,94.0,368.0,356.0,219.0,2.0,-38.48314606741573,2.127659574468085,8.695652173913043,28.205128205128204,8.695652173913043,-571.2773460826328,0.0062176116227433825,-0.001319310523712973,4.0,4.0,4.0,4.0,1.0,4.0,3.0,46.0,20,Total delitos bajo impacto,1,46.0,50.0,39.0,2019,09006,Iztacalco
607.0,,368.0,356.0,219.0,2.0,-38.48314606741573,,-6.521739130434782,-14.000000000000002,7.5,-571.2773460826328,0.0062176116227433825,-0.001319310523712973,0.0,3.0,2.0,4.0,1.0,4.0,3.0,46.0,20,Total delitos bajo impacto,1,40.0,43.0,50.0,2020,09006,Iztacalco
34.0,8.0,51.0,128.0,59.0,1.0,-53.90625,325.0,285.7142857142857,800.0,285.7142857142857,-32.99628945959405,0.16553030303030306,0.2470464720464721,5.0,5.0,5.0,5.0,2.0,6.0,6.0,7.0,3,Robo a pasajero a bordo de microbús,1,7.0,27.0,3.0,2019,09006,Iztacalco
199.0,,51.0,128.0,59.0,1.0,-53.90625,,114.28571428571428,-44.44444444444444,25.0,-32.99628945959405,0.16553030303030306,0.2470464720464721,0.0,6.0,2.0,6.0,2.0,6.0,6.0,7.0,3,Robo a pasajero a bordo de microbús,1,12.0,15.0,27.0,2020,09006,Iztacalco
2.0,2.0,5.0,19.0,14.0,2.0,-26.31578947368421,0.0,200.0,200.0,200.0,50.35377358490564,0.53125,0.3533333333333334,0.0,6.0,6.0,6.0,4.0,6.0,6.0,0.0,4,Robo a casa habitación con violencia,1,0.0,2.0,0.0,2019,09006,Iztacalco
31.0,,5.0,19.0,14.0,2.0,-26.31578947368421,,200.0,0.0,100.0,50.35377358490564,0.53125,0.3533333333333334,0.0,6.0,0.0,6.0,4.0,6.0,6.0,0.0,4,Robo a casa habitación con violencia,1,1.0,2.0,2.0,2020,09006,Iztacalco
2.0,0.0,8.0,28.0,17.0,2.0,-39.285714285714285,200.0,200.0,200.0,200.0,-60.61381074168799,0.16666666666666666,0.4231601731601732,6.0,6.0,6.0,6.0,2.0,6.0,5.0,0.0,5,Robo a pasajero a bordo de taxi,1,0.0,2.0,0.0,2019,09006,Iztacalco
45.0,,8.0,28.0,17.0,2.0,-39.285714285714285,,600.0,200.0,100.0,-60.61381074168799,0.16666666666666666,0.4231601731601732,0.0,5.0,6.0,6.0,2.0,6.0,5.0,0.0,5,Robo a pasajero a bordo de taxi,1,3.0,6.0,2.0,2020,09006,Iztacalco
5.0,2.0,17.0,29.0,19.0,2.0,-34.48275862068966,150.0,50.0,50.0,50.0,-144.0771349862259,-0.15873015873015872,0.36011904761904767,6.0,6.0,6.0,6.0,2.0,2.0,6.0,2.0,6,Robo a bordo de Metrobús,1,2.0,3.0,2.0,2019,09006,Iztacalco
71.0,,17.0,29.0,19.0,2.0,-34.48275862068966,,250.0,133.33333333333331,40.0,-144.0771349862259,-0.15873015873015872,0.36011904761904767,0.0,6.0,6.0,6.0,2.0,2.0,6.0,2.0,6,Robo a bordo de Metrobús,1,5.0,7.0,3.0,2020,09006,Iztacalco
47.0,46.0,210.0,166.0,111.0,2.0,-33.13253012048193,2.1739130434782608,13.636363636363635,38.88888888888889,13.636363636363635,686.5639370954582,0.24190705128205126,0.03075491258540794,4.0,6.0,6.0,6.0,6.0,6.0,4.0,22.0,7,Robo a casa habitación sin violencia,1,22.0,25.0,18.0,2019,09006,Iztacalco
279.0,,210.0,166.0,111.0,2.0,-33.13253012048193,,9.090909090909092,-4.0,84.61538461538461,686.5639370954582,0.24190705128205126,0.03075491258540794,0.0,4.0,3.0,6.0,6.0,6.0,4.0,22.0,7,Robo a casa habitación sin violencia,1,13.0,24.0,25.0,2020,09006,Iztacalco
106.0,56.0,247.0,341.0,229.0,2.0,-32.84457478005865,89.28571428571429,0.0,89.28571428571429,0.0,-9.00604247449098,0.025839140632353777,0.028396545589425646,6.0,0.0,6.0,0.0,3.0,4.0,4.0,53.0,8,Robo de vehículo sin violencia,1,53.0,53.0,28.0,2019,09006,Iztacalco
523.0,,247.0,341.0,229.0,2.0,-32.84457478005865,,-49.056603773584904,-49.056603773584904,-18.181818181818183,-9.00604247449098,0.025839140632353777,0.028396545589425646,0.0,1.0,2.0,2.0,3.0,4.0,4.0,53.0,8,Robo de vehículo sin violencia,1,33.0,27.0,53.0,2020,09006,Iztacalco
41.0,25.0,143.0,134.0,111.0,3.0,-17.16417910447761,64.0,-29.166666666666668,30.76923076923077,-29.166666666666668,-807.3203694896396,0.1958143556005398,-0.02768396953445973,4.0,2.0,4.0,2.0,1.0,6.0,2.0,24.0,9,Robo de vehículo con violencia,1,24.0,17.0,13.0,2019,09006,Iztacalco
232.0,,143.0,134.0,111.0,3.0,-17.16417910447761,,-25.0,5.88235294117647,80.0,-807.3203694896396,0.1958143556005398,-0.02768396953445973,0.0,2.0,4.0,6.0,1.0,6.0,2.0,24.0,9,Robo de vehículo con violencia,1,10.0,18.0,17.0,2020,09006,Iztacalco
15.0,18.0,41.0,24.0,38.0,5.0,58.333333333333336,-16.666666666666664,-20.0,0.0,-33.33333333333333,-43.401105760656314,0.228968253968254,0.40454545454545454,2.0,2.0,0.0,2.0,2.0,6.0,6.0,5.0,1,Homicidio doloso,2,6.0,4.0,4.0,2019,09006,Iztacalco
56.0,,41.0,24.0,38.0,5.0,58.333333333333336,,-60.0,-50.0,-66.66666666666666,-43.401105760656314,0.228968253968254,0.40454545454545454,0.0,1.0,2.0,1.0,2.0,6.0,6.0,5.0,1,Homicidio doloso,2,6.0,2.0,4.0,2020,09006,Iztacalco
23.0,13.0,37.0,38.0,30.0,3.0,-21.052631578947366,76.92307692307693,-55.55555555555556,-33.33333333333333,-60.0,-281.9369202226345,-0.23163265306122446,0.1273148148148148,6.0,1.0,3.0,1.0,1.0,2.0,6.0,9.0,10,Lesiones dolosas por disparo de arma de fuego,2,10.0,4.0,6.0,2019,09006,Iztacalco
75.0,,37.0,38.0,30.0,3.0,-21.052631578947366,,-22.22222222222222,75.0,40.0,-281.9369202226345,-0.23163265306122446,0.1273148148148148,0.0,2.0,6.0,6.0,1.0,2.0,6.0,9.0,10,Lesiones dolosas por disparo de arma de fuego,2,5.0,7.0,4.0,2020,09006,Iztacalco
330.0,238.0,906.0,677.0,316.0,1.0,-53.32348596750369,38.655462184873954,28.30188679245283,29.523809523809526,54.54545454545454,-561.9217894916238,0.022644199310153504,-0.0049021717150591615,4.0,4.0,4.0,6.0,1.0,4.0,2.0,106.0,11,Robo a transeúnte en vía pública,2,88.0,136.0,105.0,2019,09006,Iztacalco
1199.0,,906.0,677.0,316.0,1.0,-53.32348596750369,,-41.509433962264154,-54.41176470588235,14.814814814814813,-561.9217894916238,0.022644199310153504,-0.0049021717150591615,0.0,2.0,2.0,6.0,1.0,4.0,2.0,106.0,11,Robo a transeúnte en vía pública,2,54.0,62.0,136.0,2020,09006,Iztacalco
49.0,14.0,45.0,129.0,81.0,2.0,-37.2093023255814,250.0,185.71428571428572,233.33333333333334,-9.090909090909092,-55.329603207313184,0.09949874686716792,0.2227397874456698,6.0,6.0,6.0,3.0,2.0,4.0,6.0,7.0,12,Robo a repartidor,2,22.0,20.0,6.0,2019,09006,Iztacalco
231.0,,45.0,129.0,81.0,2.0,-37.2093023255814,,200.0,5.0,40.0,-55.329603207313184,0.09949874686716792,0.2227397874456698,0.0,6.0,4.0,6.0,2.0,4.0,6.0,7.0,12,Robo a repartidor,2,15.0,21.0,20.0,2020,09006,Iztacalco
141.0,42.0,103.0,316.0,55.0,1.0,-82.59493670886076,235.71428571428572,115.38461538461537,300.0,-5.084745762711865,-244.7270956341405,-0.06761128364389232,0.04671639636492719,6.0,6.0,6.0,3.0,2.0,2.0,4.0,26.0,13,Robo a negocio con violencia,2,59.0,56.0,14.0,2019,09006,Iztacalco
460.0,,103.0,316.0,55.0,1.0,-82.59493670886076,,-73.07692307692307,-87.5,-69.56521739130434,-244.7270956341405,-0.06761128364389232,0.04671639636492719,0.0,1.0,1.0,1.0,2.0,2.0,4.0,26.0,13,Robo a negocio con violencia,2,23.0,7.0,56.0,2020,09006,Iztacalco
5.0,3.0,10.0,24.0,11.0,1.0,-54.166666666666664,66.66666666666666,300.0,50.0,50.0,1220.0000000000005,-0.36666666666666664,-0.027777777777777766,4.0,6.0,4.0,6.0,5.0,1.0,1.0,0.0,15,Robo a cuentahabiente,2,2.0,3.0,2.0,2019,09006,Iztacalco
37.0,,10.0,24.0,11.0,1.0,-54.166666666666664,,200.0,-33.33333333333333,-50.0,1220.0000000000005,-0.36666666666666664,-0.027777777777777766,0.0,6.0,3.0,1.0,5.0,1.0,1.0,0.0,15,Robo a cuentahabiente,2,4.0,2.0,3.0,2020,09006,Iztacalco
1.0,2.0,2.0,3.0,2.0,2.0,-33.33333333333333,-50.0,100.0,100.0,100.0,33.33333333333333,-1.0,-0.75,1.0,6.0,6.0,6.0,4.0,1.0,1.0,0.0,16,Robo a transportista,2,0.0,1.0,0.0,2019,09006,Iztacalco
5.0,,2.0,3.0,2.0,2.0,-33.33333333333333,,0.0,-100.0,0.0,33.33333333333333,-1.0,-0.75,0.0,0.0,1.0,0.0,4.0,1.0,1.0,0.0,16,Robo a transportista,2,0.0,0.0,1.0,2020,09006,Iztacalco
71.0,61.0,141.0,161.0,89.0,2.0,-44.72049689440994,16.39344262295082,22.727272727272727,80.0,22.727272727272727,-204.43940701081695,-0.058661130536130535,0.056167621221800794,4.0,4.0,6.0,6.0,2.0,2.0,4.0,22.0,17,Robo a conductor/pasajero de vehículo,2,22.0,27.0,15.0,2019,09006,Iztacalco
270.0,,141.0,161.0,89.0,2.0,-44.72049689440994,,-40.909090909090914,-51.85185185185185,8.333333333333332,-204.43940701081695,-0.058661130536130535,0.056167621221800794,0.0,2.0,2.0,4.0,2.0,2.0,4.0,22.0,17,Robo a conductor/pasajero de vehículo,2,12.0,13.0,27.0,2020,09006,Iztacalco
959.0,516.0,1819.0,2039.0,1027.0,2.0,-49.63217263364395,85.85271317829456,45.3125,77.99043062200957,12.386706948640484,106.1971680773852,-0.03643826794757519,-0.017671565660833912,6.0,4.0,6.0,6.0,6.0,3.0,2.0,256.0,19,Total delitos alto impacto,2,331.0,372.0,209.0,2019,09006,Iztacalco
3405.0,,1819.0,2039.0,1027.0,2.0,-49.63217263364395,,-36.328125,-56.18279569892473,-11.891891891891893,106.1971680773852,-0.03643826794757519,-0.017671565660833912,0.0,2.0,2.0,2.0,6.0,3.0,2.0,256.0,19,Total delitos alto impacto,2,185.0,163.0,372.0,2020,09006,Iztacalco
87.0,45.0,189.0,148.0,32.0,1.0,-78.37837837837837,93.33333333333333,88.23529411764706,33.33333333333333,-15.789473684210526,407.6799060571345,0.9175170068027211,0.18072746150789418,6.0,6.0,4.0,2.0,6.0,5.0,6.0,17.0,2,Robo a pasajero a bordo del Metro,2,38.0,32.0,24.0,2019,09006,Iztacalco
205.0,,189.0,148.0,32.0,1.0,-78.37837837837837,,-58.82352941176471,-78.125,-12.5,407.6799060571345,0.9175170068027211,0.18072746150789418,0.0,1.0,1.0,2.0,6.0,5.0,6.0,17.0,2,Robo a pasajero a bordo del Metro,2,8.0,7.0,32.0,2020,09006,Iztacalco
141.0,133.0,368.0,356.0,219.0,2.0,-38.48314606741573,6.015037593984962,-2.1739130434782608,15.384615384615385,-10.0,-571.2773460826328,0.0062176116227433825,-0.001319310523712973,4.0,3.0,4.0,2.0,1.0,4.0,3.0,46.0,20,Total delitos bajo impacto,2,50.0,45.0,39.0,2019,09006,Iztacalco
641.0,,368.0,356.0,219.0,2.0,-38.48314606741573,,-26.08695652173913,-24.444444444444443,-20.930232558139537,-571.2773460826328,0.0062176116227433825,-0.001319310523712973,0.0,2.0,3.0,2.0,1.0,4.0,3.0,46.0,20,Total delitos bajo impacto,2,43.0,34.0,45.0,2020,09006,Iztacalco
61.0,9.0,51.0,128.0,59.0,1.0,-53.90625,577.7777777777777,285.7142857142857,2600.0,0.0,-32.99628945959405,0.16553030303030306,0.2470464720464721,5.0,6.0,5.0,0.0,2.0,6.0,6.0,7.0,3,Robo a pasajero a bordo de microbús,2,27.0,27.0,1.0,2019,09006,Iztacalco
210.0,,51.0,128.0,59.0,1.0,-53.90625,,57.14285714285714,-59.25925925925925,-26.666666666666668,-32.99628945959405,0.16553030303030306,0.2470464720464721,0.0,6.0,2.0,2.0,2.0,6.0,6.0,7.0,3,Robo a pasajero a bordo de microbús,2,15.0,11.0,27.0,2020,09006,Iztacalco
7.0,3.0,5.0,19.0,14.0,2.0,-26.31578947368421,133.33333333333331,500.0,400.0,150.0,50.35377358490564,0.53125,0.3533333333333334,6.0,5.0,5.0,5.0,4.0,6.0,6.0,0.0,4,Robo a casa habitación con violencia,2,2.0,5.0,1.0,2019,09006,Iztacalco
32.0,,5.0,19.0,14.0,2.0,-26.31578947368421,,100.0,-80.0,-50.0,50.35377358490564,0.53125,0.3533333333333334,0.0,6.0,1.0,1.0,4.0,6.0,6.0,0.0,4,Robo a casa habitación con violencia,2,2.0,1.0,5.0,2020,09006,Iztacalco
6.0,1.0,8.0,28.0,17.0,2.0,-39.285714285714285,500.0,400.0,300.0,100.0,-60.61381074168799,0.16666666666666666,0.4231601731601732,5.0,5.0,6.0,6.0,2.0,6.0,5.0,0.0,5,Robo a pasajero a bordo de taxi,2,2.0,4.0,1.0,2019,09006,Iztacalco
46.0,,8.0,28.0,17.0,2.0,-39.285714285714285,,100.0,-75.0,-83.33333333333334,-60.61381074168799,0.16666666666666666,0.4231601731601732,0.0,6.0,2.0,1.0,2.0,6.0,5.0,0.0,5,Robo a pasajero a bordo de taxi,2,6.0,1.0,4.0,2020,09006,Iztacalco
8.0,3.0,17.0,29.0,19.0,2.0,-34.48275862068966,166.66666666666669,50.0,200.0,0.0,-144.0771349862259,-0.15873015873015872,0.36011904761904767,6.0,4.0,6.0,0.0,2.0,2.0,6.0,2.0,6,Robo a bordo de Metrobús,2,3.0,3.0,1.0,2019,09006,Iztacalco
76.0,,17.0,29.0,19.0,2.0,-34.48275862068966,,150.0,66.66666666666666,-28.57142857142857,-144.0771349862259,-0.15873015873015872,0.36011904761904767,0.0,6.0,6.0,2.0,2.0,2.0,6.0,2.0,6,Robo a bordo de Metrobús,2,7.0,5.0,3.0,2020,09006,Iztacalco
62.0,69.0,210.0,166.0,111.0,2.0,-33.13253012048193,-10.144927536231885,-31.818181818181817,-34.78260869565217,-40.0,686.5639370954582,0.24190705128205126,0.03075491258540794,3.0,2.0,2.0,2.0,6.0,6.0,4.0,22.0,7,Robo a casa habitación sin violencia,2,25.0,15.0,23.0,2019,09006,Iztacalco
295.0,,210.0,166.0,111.0,2.0,-33.13253012048193,,-27.27272727272727,6.666666666666667,-33.33333333333333,686.5639370954582,0.24190705128205126,0.03075491258540794,0.0,2.0,4.0,2.0,6.0,6.0,4.0,22.0,7,Robo a casa habitación sin violencia,2,24.0,16.0,15.0,2020,09006,Iztacalco
157.0,83.0,247.0,341.0,229.0,2.0,-32.84457478005865,89.1566265060241,-3.7735849056603774,88.88888888888889,-3.7735849056603774,-9.00604247449098,0.025839140632353777,0.028396545589425646,6.0,3.0,6.0,3.0,3.0,4.0,4.0,53.0,8,Robo de vehículo sin violencia,2,53.0,51.0,27.0,2019,09006,Iztacalco
551.0,,247.0,341.0,229.0,2.0,-32.84457478005865,,-47.16981132075472,-45.09803921568628,3.7037037037037033,-9.00604247449098,0.025839140632353777,0.028396545589425646,0.0,2.0,2.0,4.0,3.0,4.0,4.0,53.0,8,Robo de vehículo sin violencia,2,27.0,28.0,51.0,2020,09006,Iztacalco
68.0,38.0,143.0,134.0,111.0,3.0,-17.16417910447761,78.94736842105263,12.5,107.6923076923077,58.82352941176471,-807.3203694896396,0.1958143556005398,-0.02768396953445973,6.0,4.0,6.0,6.0,1.0,6.0,2.0,24.0,9,Robo de vehículo con violencia,2,17.0,27.0,13.0,2019,09006,Iztacalco
238.0,,143.0,134.0,111.0,3.0,-17.16417910447761,,-75.0,-77.77777777777779,-66.66666666666666,-807.3203694896396,0.1958143556005398,-0.02768396953445973,0.0,1.0,1.0,1.0,1.0,6.0,2.0,24.0,9,Robo de vehículo con violencia,2,18.0,6.0,27.0,2020,09006,Iztacalco
18.0,23.0,41.0,24.0,38.0,5.0,58.333333333333336,-21.73913043478261,-40.0,-40.0,-25.0,-43.401105760656314,0.228968253968254,0.40454545454545454,2.0,2.0,1.0,2.0,2.0,6.0,6.0,5.0,1,Homicidio doloso,3,4.0,3.0,5.0,2019,09006,Iztacalco
65.0,,41.0,24.0,38.0,5.0,58.333333333333336,,80.0,200.0,350.0,-43.401105760656314,0.228968253968254,0.40454545454545454,0.0,6.0,6.0,5.0,2.0,6.0,6.0,5.0,1,Homicidio doloso,3,2.0,9.0,3.0,2020,09006,Iztacalco
28.0,21.0,37.0,38.0,30.0,3.0,-21.052631578947366,33.33333333333333,-44.44444444444444,-37.5,25.0,-281.9369202226345,-0.23163265306122446,0.1273148148148148,4.0,2.0,1.0,6.0,1.0,2.0,6.0,9.0,10,Lesiones dolosas por disparo de arma de fuego,3,4.0,5.0,8.0,2019,09006,Iztacalco
78.0,,37.0,38.0,30.0,3.0,-21.052631578947366,,-66.66666666666666,-40.0,-57.14285714285714,-281.9369202226345,-0.23163265306122446,0.1273148148148148,0.0,1.0,1.0,1.0,1.0,2.0,6.0,9.0,10,Lesiones dolosas por disparo de arma de fuego,3,7.0,3.0,5.0,2020,09006,Iztacalco
452.0,367.0,906.0,677.0,316.0,1.0,-53.32348596750369,23.160762942779293,15.09433962264151,-5.426356589147287,-10.294117647058822,-561.9217894916238,0.022644199310153504,-0.0049021717150591615,4.0,4.0,3.0,2.0,1.0,4.0,2.0,106.0,11,Robo a transeúnte en vía pública,3,136.0,122.0,129.0,2019,09006,Iztacalco
1272.0,,906.0,677.0,316.0,1.0,-53.32348596750369,,-31.132075471698112,-40.16393442622951,17.741935483870968,-561.9217894916238,0.022644199310153504,-0.0049021717150591615,0.0,2.0,1.0,4.0,1.0,4.0,2.0,106.0,11,Robo a transeúnte en vía pública,3,62.0,73.0,122.0,2020,09006,Iztacalco
66.0,15.0,45.0,129.0,81.0,2.0,-37.2093023255814,340.0,142.85714285714286,1600.0,-15.0,-55.329603207313184,0.09949874686716792,0.2227397874456698,6.0,6.0,5.0,2.0,2.0,4.0,6.0,7.0,12,Robo a repartidor,3,20.0,17.0,1.0,2019,09006,Iztacalco
250.0,,45.0,129.0,81.0,2.0,-37.2093023255814,,171.42857142857142,11.76470588235294,-9.523809523809524,-55.329603207313184,0.09949874686716792,0.2227397874456698,0.0,6.0,6.0,3.0,2.0,4.0,6.0,7.0,12,Robo a repartidor,3,21.0,19.0,17.0,2020,09006,Iztacalco
184.0,54.0,103.0,316.0,55.0,1.0,-82.59493670886076,240.74074074074073,65.38461538461539,258.33333333333337,-23.214285714285715,-244.7270956341405,-0.06761128364389232,0.04671639636492719,6.0,6.0,6.0,2.0,2.0,2.0,4.0,26.0,13,Robo a negocio con violencia,3,56.0,43.0,12.0,2019,09006,Iztacalco
464.0,,103.0,316.0,55.0,1.0,-82.59493670886076,,-84.61538461538461,-90.69767441860465,-42.857142857142854,-244.7270956341405,-0.06761128364389232,0.04671639636492719,0.0,1.0,1.0,1.0,2.0,2.0,4.0,26.0,13,Robo a negocio con violencia,3,7.0,4.0,43.0,2020,09006,Iztacalco
7.0,5.0,10.0,24.0,11.0,1.0,-54.166666666666664,40.0,200.0,0.0,-33.33333333333333,1220.0000000000005,-0.36666666666666664,-0.027777777777777766,6.0,6.0,0.0,2.0,5.0,1.0,1.0,0.0,15,Robo a cuentahabiente,3,3.0,2.0,2.0,2019,09006,Iztacalco
41.0,,10.0,24.0,11.0,1.0,-54.166666666666664,,400.0,100.0,100.0,1220.0000000000005,-0.36666666666666664,-0.027777777777777766,0.0,5.0,6.0,6.0,5.0,1.0,1.0,0.0,15,Robo a cuentahabiente,3,2.0,4.0,2.0,2020,09006,Iztacalco
1.0,2.0,2.0,3.0,2.0,2.0,-33.33333333333333,-50.0,0.0,0.0,-100.0,33.33333333333333,-1.0,-0.75,1.0,0.0,0.0,1.0,4.0,1.0,1.0,0.0,16,Robo a transportista,3,1.0,0.0,0.0,2019,09006,Iztacalco
6.0,,2.0,3.0,2.0,2.0,-33.33333333333333,,100.0,100.0,100.0,33.33333333333333,-1.0,-0.75,0.0,6.0,6.0,6.0,4.0,1.0,1.0,0.0,16,Robo a transportista,3,0.0,1.0,0.0,2020,09006,Iztacalco
