name,host_id,host_name,alcaldia,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,Homicidio doloso,Lesiones dolosas por disparo de arma de fuego,Robo a bordo de Metrobús,Robo a casa habitación con violencia,Robo a casa habitación sin violencia,Robo a conductor/pasajero de vehículo,Robo a cuentahabiente,Robo a negocio con violencia,Robo a pasajero a bordo de microbús,Robo a pasajero a bordo de taxi,Robo a pasajero a bordo del Metro,Robo a repartidor,Robo a transeúnte en vía pública,Robo a transportista,Robo de vehículo con violencia,Robo de vehículo sin violencia,Total delitos alto impacto,Total delitos bajo impacto
Gorgeous Apartment in Perfect Location in Roma Norte,216570629,Erika,Cuauhtémoc,19.41383,-99.16443,Entire home/apt,772,3,40,2020-09-18,2.21,1,58,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Condesa / Roma chic 2BR 50% off long term rental!,12451150,Javier,Cuauhtémoc,19.40537,-99.16892,Entire home/apt,1044,2,25,2020-08-03,1.39,4,336,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Completly renewed Art Deco Apartment in Roma!!,82322722,Mariana,Cuauhtémoc,19.41229,-99.16224,Entire home/apt,1580,2,13,2020-09-17,0.84,2,365,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
"Master suite free breakfast, jacuzzi & terrace",258062841,Punto,Cuauhtémoc,19.4298,-99.13881,Hotel room,2500,1,1,2019-10-25,0.08,1,1,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Flow Atlixco,138590711,Flow,Cuauhtémoc,19.41134,-99.17605,Entire home/apt,3549,1,2,2019-11-03,0.16,2,298,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Leafy Sanctuary in the Heart of Roma Norte,193696220,Keybnb Luxury Homes,Cuauhtémoc,19.42036,-99.1608,Entire home/apt,3000,3,28,2020-03-19,1.57,6,168,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Departamento-Parking Atlixco,188753676,Carlos,Cuauhtémoc,19.41541,-99.17261,Entire home/apt,1018,1,87,2020-07-05,4.75,6,86,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Beautiful apartment close to Reforma,5507634,Mariana,Cuauhtémoc,19.43774,-99.16078,Entire home/apt,939,2,23,2020-08-01,1.39,1,11,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Zapata Condesa /°°°°°/,14731381,Alejandro,Cuauhtémoc,19.41092,-99.17178,Entire home/apt,793,1,25,2020-10-08,1.39,6,344,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Nice and cozy apartment in Mexico City,3527706,Pablo,Cuauhtémoc,19.40982,-99.17075,Entire home/apt,2097,3,8,2020-01-20,0.48,1,173,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
⚡ Comfy and trendy Loft in La Roma Norte,114045632,Pablo & Leslie,Cuauhtémoc,19.42023,-99.17094,Entire home/apt,1420,2,32,2020-03-08,1.94,3,364,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Solei,66510852,Marisol,Cuauhtémoc,19.40516,-99.17312,Private room,350,1,5,2020-02-22,0.45,1,6,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Departamento Cálido Amplio cerca del Centro CDMX,39489389,Lucy,Cuauhtémoc,19.453470000000006,-99.13786,Entire home/apt,496,2,46,2020-10-12,2.57,1,360,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
LoveHouse,258821052,Fernando,Cuauhtémoc,19.44002,-99.14253,Private room,210,1,26,2020-03-09,1.48,1,365,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
"Beautiful apartment 2BR, 7Pax @Roma Norte.",136048524,Mon,Cuauhtémoc,19.42035,-99.17645,Entire home/apt,1148,1,42,2020-08-14,2.36,5,84,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Cuauhtemoc - large room in shared apartment,59199356,Olivier,Cuauhtémoc,19.4285,-99.16612,Private room,599,1,2,2019-06-10,0.11,3,365,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Apartamento Loft con Balcón en La Condesa,26909446,Bethania,Cuauhtémoc,19.41551,-99.17764,Entire home/apt,900,4,10,2020-03-12,0.55,1,305,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
"1 Habitación Area Turística en DF, Reforma 5 min.",258865469,Alejandro,Cuauhtémoc,19.42962,-99.17198,Private room,430,2,9,2019-07-28,0.51,1,89,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
El Consultorio,252693116,Manuela,Cuauhtémoc,19.41808,-99.1544,Private room,522,1,2,2020-02-05,0.22,1,365,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Incredible bedroom in a 180 m2  house !!,258882955,Julian,Cuauhtémoc,19.41994,-99.16432,Private room,1000,2,2,2019-11-07,0.11,1,365,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Cuauhtémoc - cosy room in shared apartment,59199356,Olivier,Cuauhtémoc,19.4294,-99.16467,Private room,571,1,1,2019-07-31,0.07,3,365,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
"Trendy loft,  KING size bed and amenities in Roma!",259177,Yossy,Cuauhtémoc,19.41883,-99.17304,Entire home/apt,1100,1,30,2020-03-08,1.68,2,89,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
(SANITIZED) Amazing  Apt. in the center Col. Roma,198471653,Alberto,Cuauhtémoc,19.42274,-99.15925,Entire home/apt,913,2,63,2020-10-02,3.54,9,174,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Terrace of Dreams | Condesa,134946923,Luis Carlos,Cuauhtémoc,19.40914,-99.17322,Entire home/apt,4584,1,3,2019-10-05,0.17,27,300,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Remodeled rigth by Cibeles Colonia Roma Norte 2A,20517719,Andrea,Cuauhtémoc,19.42006,-99.16745,Entire home/apt,1200,2,28,2020-09-29,1.62,4,172,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Remodeled rigth by Cibeles Colonia Roma Norte 3A,20517719,Andrea,Cuauhtémoc,19.41834,-99.15911,Entire home/apt,1000,2,30,2020-03-15,1.67,4,143,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Cozy apartment near to “el Angel”/US embassy,44515638,Roberto,Cuauhtémoc,19.43202,-99.17128,Entire home/apt,1253,1,2,2019-06-16,0.11,1,90,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Room in Roma Norte,61844830,Ivete,Cuauhtémoc,19.41144,-99.16097,Private room,500,1,2,2019-05-13,0.11,1,364,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Colors · Long Term  - 3 BR · 2 BA · Well-equipped,25505471,Wabī,Cuauhtémoc,19.41855,-99.15658,Entire home/apt,1256,2,30,2020-07-09,1.69,19,360,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Cdmx Explore Roma and Condesa From a Stylish Apartment,179800202,BnButler,Cuauhtémoc,19.41509,-99.17627,Entire home/apt,1879,3,27,2020-03-15,1.5,28,353,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
"Excellent location: parks, museums and many more!",32072372,Valeria,Cuauhtémoc,19.44719,-99.15876,Private room,482,1,4,2019-09-16,0.22,1,365,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Dos cuadras paseo de la Reforma Apartamento sanitizado con certificado,35255741,Juan,Cuauhtémoc,19.42475,-99.17672,Entire home/apt,1696,2,85,2020-10-20,4.76,8,58,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Hostel La Selva,196701635,Javier,Cuauhtémoc,19.411720000000006,-99.13273,Hotel room,250,1,2,2019-12-22,0.18,4,179,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Habitación bonita cerca de Bellas Artes y Alameda,32790015,Héctor,Cuauhtémoc,19.43237,-99.1467,Private room,450,2,4,2019-08-04,0.23,2,179,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Your cozy bedroom in 2-story apartment & terrace,3721482,Mario,Cuauhtémoc,19.42437,-99.16813,Private room,580,1,20,2020-03-17,1.15,2,179,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Zen Modern | *NEW* 2019,134946923,Luis Carlos,Cuauhtémoc,19.42483,-99.1693,Entire home/apt,3892,1,8,2020-03-02,0.45,27,357,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Old School next to St. Regis | *New* 2019,134946923,Luis Carlos,Cuauhtémoc,19.42483,-99.1693,Entire home/apt,1955,1,4,2019-09-10,0.22,27,334,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
MxCity Skyline View | Terrace | *NEW* 2019,134946923,Luis Carlos,Cuauhtémoc,19.42483,-99.1693,Entire home/apt,2095,1,6,2020-03-14,0.34,27,365,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Penthouse next to St. Regis | Terrace | *NEW* 2019,134946923,Luis Carlos,Cuauhtémoc,19.42483,-99.1693,Entire home/apt,2756,1,4,2019-07-28,0.22,27,350,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
"Casai Modern Condo between Roma & Condesa, Rooftop Pool",236301634,Rosalia Dawn,Cuauhtémoc,19.41327,-99.16611,Entire home/apt,1521,1,78,2020-10-21,4.42,67,114,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Discover La Roma From a Contemporary Gem,236301634,Rosalia Dawn,Cuauhtémoc,19.414,-99.16614,Entire home/apt,1616,1,73,2020-10-25,4.05,67,161,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
"Cool apt. in classic building. Roma, CDMX!",100375038,Gabriel,Cuauhtémoc,19.40748,-99.16669,Entire home/apt,665,2,32,2020-10-14,1.77,6,347,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
🧿 Beautiful Apt in the heart of Condesa,36824890,Lorena,Cuauhtémoc,19.41075,-99.17069,Entire home/apt,1436,1,55,2020-10-16,3.53,2,119,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
"HOTEL CASA EMILIA.  
Room No. 1
(Great location)",179833599,Jorge,Cuauhtémoc,19.42995,-99.17153,Hotel room,2704,1,40,2020-03-08,2.33,6,334,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Ave’s Home,243374604,Ceci,Cuauhtémoc,19.40555,-99.15837,Private room,400,1,9,2020-09-08,0.55,1,88,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Departamento en el Corazón de la Condesa,106410870,Rolando,Cuauhtémoc,19.41325,-99.17371,Entire home/apt,1699,2,19,2020-02-23,1.1,1,90,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Vagabundeando por la CDMX,245039854,Dann,Cuauhtémoc,19.4387,-99.14238,Entire home/apt,650,1,19,2020-10-12,1.14,1,354,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Great room for you in Condesa,108851586,Julio,Cuauhtémoc,19.41009,-99.17265,Private room,310,1,17,2020-04-05,0.96,1,365,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
"CONDESA Roof Art Studio 2, with private bathroom.",183366803,Raquel,Cuauhtémoc,19.41474,-99.17809,Private room,607,2,48,2020-03-20,2.71,2,234,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Cómoda habitación en departamento familiar.,259864451,Citlali,Cuauhtémoc,19.40251,-99.16303,Private room,299,1,9,2020-04-01,0.51,1,179,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
CDMX Penthouse in roma-condesa w/ private roof gdn,8905097,★TheLocalApple★,Cuauhtémoc,19.41617,-99.1766,Entire home/apt,1718,3,14,2020-09-07,0.84,11,158,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Beautiful big loft with balcony in Condesa,4455952,María José,Cuauhtémoc,19.41132,-99.17636,Entire home/apt,1002,2,41,2020-09-16,2.3,3,84,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
City Centro Ciudad de México,260159598,City  Centro,Cuauhtémoc,19.43047,-99.13786,Hotel room,1900,1,6,2019-10-05,0.34,1,297,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
LOVELY 2BED/1BATH ON CONDESA,48259354,Luis,Cuauhtémoc,19.41443,-99.16929,Entire home/apt,2088,2,9,2020-03-11,0.53,27,365,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Habitación privada en una antigua casa restaurada,258853873,Casa SUTURA,Cuauhtémoc,19.45393,-99.15848,Private room,700,1,32,2020-03-07,1.81,2,179,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
"Casai Artsy, Hi-Tech Condo in the Heart of Roma",236301634,Rosalia Dawn,Cuauhtémoc,19.41534,-99.15783,Entire home/apt,2419,1,49,2020-08-16,2.82,67,144,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
TU CASITA in La Roma Norte,22538431,Clara,Cuauhtémoc,19.41698,-99.15678,Entire home/apt,1044,2,3,2020-06-08,0.35,1,363,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Nice Claw tub room (Porfirio Room Condesa Haus),196253,Condesa Haus Bed & Breakfast  CDMX,Cuauhtémoc,19.41157,-99.17829,Hotel room,1281,1,1,2020-08-01,0.34,10,347,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Relaxing apartment 2 BR in Roma Norte.,136048524,Mon,Cuauhtémoc,19.41882,-99.1768,Entire home/apt,1156,1,31,2020-10-11,1.75,5,0,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Conociendo el DF. Atrévete 2,232929257,Rosy,Cuauhtémoc,19.44342,-99.16357,Private room,230,1,41,2020-03-27,2.34,2,365,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Cozy King Size Room ( Tepito Room Condesa Haus),196253,Condesa Haus Bed & Breakfast  CDMX,Cuauhtémoc,19.41085,-99.17828,Hotel room,1316,1,1,2019-12-12,0.09,10,335,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Private Room in Condesa,8221929,Alejandro,Cuauhtémoc,19.41846,-99.17653,Private room,500,2,10,2020-01-28,0.57,1,203,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Increíble depa en Reforma 156 mts en el centro,248716819,Claudia,Cuauhtémoc,19.43425,-99.14958,Entire home/apt,2500,2,4,2020-03-01,0.33,2,298,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Acogedora habitación a 5 min de centro histórico,174768130,Edgar,Cuauhtémoc,19.42325,-99.13194,Private room,300,1,3,2019-10-19,0.18,4,299,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Habitación doble a 5 min del centro histórico.,174768130,Edgar,Cuauhtémoc,19.42266,-99.13091,Private room,270,1,13,2019-10-22,0.73,4,299,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Mexican Oasis in the heart of Condesa!,15791350,Luis Eduardo,Cuauhtémoc,19.41809,-99.17749,Entire home/apt,1357,5,10,2020-02-29,0.58,8,90,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Entire bohemian flat in historical center,150319430,Paulina,Cuauhtémoc,19.42611,-99.13191,Entire home/apt,1200,4,7,2020-07-23,0.51,1,75,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Cama para renta larga precio especial por mes,244321663,Mauricio,Cuauhtémoc,19.4424,-99.14507,Hotel room,389,1,9,2019-11-19,0.53,21,359,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Departamento completo a 5 min Centro Histórico,174768130,Edgar,Cuauhtémoc,19.41931,-99.13162,Entire home/apt,700,1,7,2019-10-27,0.4,4,299,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
"cama para larga estancia internet, lavadora cocina",244321663,Mauricio,Cuauhtémoc,19.44318,-99.14435,Hotel room,397,1,6,2019-08-30,0.35,21,362,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Habitación Compartida 12 camas a 5 min BellasArtes,244321663,Mauricio,Cuauhtémoc,19.444000000000006,-99.14503,Hotel room,397,1,2,2020-01-19,0.12,21,362,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
"Cama en centrica ubicacion, conoce mas viajeros",261044377,Pepe,Cuauhtémoc,19.43053,-99.13378,Shared room,550,1,1,2019-10-13,0.08,9,365,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Atractivo depto  frente a plaza de las estrellas,261084775,Julia,Cuauhtémoc,19.43568,-99.16889,Entire home/apt,800,1,5,2019-12-30,0.31,1,179,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Wonderful & Stylish 3BR apt - heart of Roma Norte,148067848,Andy,Cuauhtémoc,19.4171,-99.16489,Entire home/apt,1464,1,23,2020-10-09,1.29,20,351,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
"Depto. 72m, ubicado, tranquilo y seguro ""Condesa""",237824648,Pablo,Cuauhtémoc,19.41581,-99.1722,Entire home/apt,999,1,16,2020-03-27,0.92,1,90,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Centro histórico la gran Tenochtitlán,261248179,Rivelino,Cuauhtémoc,19.44051,-99.13384,Entire home/apt,859,3,16,2020-03-23,0.99,1,174,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
One Cozy Big Room in the heart of Roma Norte,4476812,Edgar,Cuauhtémoc,19.420820000000006,-99.16146,Private room,499,3,18,2020-03-16,1.26,1,89,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
"Casa Alma, frente a la Roma. Singular y moderna",163072827,Rodrigo,Cuauhtémoc,19.41642,-99.15469,Entire home/apt,640,3,31,2020-10-06,1.76,2,268,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Departamento roma,141911207,Fabian,Cuauhtémoc,19.41817,-99.15755,Entire home/apt,625,2,5,2020-02-05,0.38,1,207,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Hermoso loft en el corazón de la Ciudad de México,140773111,Gerardo,Cuauhtémoc,19.42747,-99.15268,Entire home/apt,880,2,74,2020-10-05,4.27,2,350,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Amazing art deco studio in chic Condesa,7808006,Fernanda,Cuauhtémoc,19.41049,-99.16792,Entire home/apt,1002,3,20,2020-03-05,1.22,1,358,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
“Como en casa”,261431908,Guillermo,Cuauhtémoc,19.40387,-99.16234,Private room,217,2,11,2020-03-14,0.66,1,88,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
El Depa Azul de la Buenos Aires,244018563,Mariana,Cuauhtémoc,19.40651,-99.14669,Entire home/apt,464,1,11,2020-08-30,0.63,1,109,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
"Nice small room, great apartment!",15109756,Ale,Cuauhtémoc,19.40942,-99.17417,Private room,226,1,13,2020-07-30,1.26,2,23,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Beautiful room  in Col.San Rafael,50475876,Emilio,Cuauhtémoc,19.43441,-99.16331,Private room,300,2,21,2020-10-09,1.3,1,175,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Casa Cuevas,182280893,Angélica,Cuauhtémoc,19.41927,-99.17307,Entire home/apt,873,2,27,2020-03-16,1.56,1,110,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Departamento todos los servicios (cdmx downtown 2),156205364,Karim,Cuauhtémoc,19.42213,-99.14659,Entire home/apt,629,1,50,2020-10-10,2.84,2,68,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
"Super centric,4.20 friendly beautiful neighborhood",74848343,Efren,Cuauhtémoc,19.45,-99.16049,Private room,210,1,3,2019-10-31,0.18,3,365,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Cozy apartment in the heart of La Roma & Condesa.,4219436,Ferru,Cuauhtémoc,19.41767,-99.17092,Entire home/apt,1400,2,10,2020-04-30,0.63,1,8,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Unique loft w/parking and rooftop in La Roma,261686990,Adriana,Cuauhtémoc,19.4173,-99.15386,Entire home/apt,935,1,142,2020-10-11,8.29,1,161,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
