cve_geo,date,day_month,delitos,dia_periodo,pct_chg_before,pct_chg_yrprev,val_dia,val_dia_before,val_dia_yrprev
09009,2017-05-01,05-01,21,17.0,,,0.0,,
09009,2017-06-01,06-01,21,18.0,,,0.0,,
09009,2017-07-01,07-01,21,19.0,,,0.0,,
09009,2017-08-01,08-01,21,20.0,,,0.0,,
09009,2017-09-01,09-01,21,21.0,,,0.0,,
09009,2017-10-01,10-01,21,22.0,,,0.0,,
09009,2017-11-01,11-01,21,23.0,,,0.0,,
09009,2017-12-01,12-01,21,24.0,,,0.0,,
09009,2018-01-01,01-01,21,25.0,,,0.0,,
09009,2018-02-01,02-01,21,26.0,,,0.0,,
09009,2018-03-01,03-01,21,27.0,,,0.0,,
09009,2018-04-01,04-01,21,28.0,,,0.0,,
09009,2018-05-01,05-01,21,29.0,,,0.0,,
09009,2018-06-01,06-01,21,30.0,,,0.0,,
09009,2018-07-01,07-01,21,31.0,,,0.0,,
09009,2018-08-01,08-01,21,32.0,,,0.0,,
09009,2018-09-01,09-01,21,33.0,,,0.0,,
09009,2018-10-01,10-01,21,34.0,,,0.0,,
09009,2018-11-01,11-01,21,35.0,,,0.0,,
09009,2018-12-01,12-01,21,36.0,,,0.0,,
09009,2019-01-01,01-01,21,37.0,,,0.0,,
09009,2019-02-01,02-01,21,38.0,,,0.0,,
09009,2019-03-01,03-01,21,39.0,,,0.0,,
09009,2019-04-01,04-01,21,40.0,,,0.0,,
09009,2019-05-01,05-01,21,41.0,,,0.0,,
09009,2019-06-01,06-01,21,42.0,,,0.0,,
09009,2019-07-01,07-01,21,43.0,,,0.0,,
09009,2019-08-01,08-01,21,44.0,,,0.0,,
09009,2019-09-01,09-01,21,45.0,,,0.0,,
